,Unnamed: 0,userid,number_of_logins,number_of_assignments,question_gradedright,question_complete,question_todo,question_gradedwrong,question_attempts,number_of_quizs,quiz_max_attempt,quiz_min_attempt,quiz_mean_attempt
16909,16909,18240,86,2,110.5,133,134.5,23.5,399.5,4,2,1,1.333333333
16910,16910,18241,87,10,0,10,9,0,27,2,1,1,1
16911,16911,18242,91,6,0,9,5,0,19,2,1,1,1
16912,16912,18243,80,1,46,61,70,14,191,2,2,1,1.333333333
16922,16922,18253,29,2,0,3,3,0,9,1,1,1,1
16923,16923,18254,264,7,10,14,14,4,42,3,1,1,1
16924,16924,18255,427,7,74,109,105,23.5,319,8,1,1,1
16925,16925,18256,116,3,38,42,40,2,122,1,1,1,1
16937,16937,18268,106,2,15,20,20,5,60,1,1,1,1
16939,16939,18270,103,8,19,31,27,5,84,4,2,1,1.2
16948,16948,18279,427,6,68,82,84,12,250,8.5,1,1,1
16952,16952,18283,151,8,6,12,12,6,36,2,2,1,1.333333333
16954,16954,18285,32,5,0,11,10,0,31,1,1,1,1
16955,16955,18286,40,8,4,5,5,1,15,1,1,1,1
16976,16976,18307,171,9,36,45,45,7,135,5,2,1,1.166666667
16979,16979,18310,49,3,4,5,5,1,15,1,1,1,1
16981,16981,18312,46,2,11,19,20,8,59,2,1,1,1
16988,16988,18319,121,6,46,120,100,20,319,5,2,1,1.285714286
17033,17033,18372,177,14,65,133,134.5,23.5,399.5,8,2,1,1.2
17035,17035,18374,126,5,23,40,46,11,133,7,2,1,1.222222222
17047,17047,18388,22,4,4,4,5,0,13,2,1,1,1
17049,17049,18390,42,2,30,40,38,8,116,1,1,1,1
17050,17050,18391,36,4,28,30,30,2,90,1,1,1,1
17052,17052,18394,183,2,9,21,20,9,63,1,1,1,1
17055,17055,18398,151,8,54,60,60,6,180,3,1,1,1
17068,17068,18412,101,14,0,6,3,0,12,1,1,1,1
17070,17070,18415,364,7,66,88,134.5,22,322,6,3,1,1.375
17075,17075,18420,71,4,11,12,14,1,38,4,2,1,1.2
17078,17078,18425,30,5,26,40,40,12,120,2,1,1,1
17083,17083,18430,25,1,32,46,38,6,122,1,1,1,1
17084,17084,18431,61,3,36,39,38,2,115,1,1,1,1
17088,17088,18436,113,8,43,70,70,23.5,210,7,1,1,1
17094,17094,18443,40,2,37,39,38,1,115,1,1,1,1
17095,17095,18444,194,8,106,128,128,21,384,8.5,2,1,1.090909091
17105,17105,18454,268,20.5,61,78,75,13,228,5,1,1,1
17110,17110,18459,208,8,38,55,53,12,160,5,2,1,1.375
17111,17111,18460,188,20.5,0,5,10,0,15,1,1,1,1
17117,17117,18466,25,6,30,31,30,0,91,1,1,1,1
17119,17119,18468,44,4,57,58,58,1,174,3,2,1,1.25
17120,17120,18469,56,2,36,40,38,2,116,1,1,1,1
17121,17121,18470,21,1,28,30,30,2,90,1,1,1,1
17123,17123,18473,58,4,14,20,21,6,61,4,2,1,1.2
17125,17125,18475,17,1,29,31,30,1,91,1,1,1,1
17127,17127,18479,50,4,4,5,4,0,13,1,1,1,1
17128,17128,18481,34,4,8,8,8,0,24,2,1,1,1
17129,17129,18482,268,4,61,78,78,17,234,5,2,1,1.375
17130,17130,18483,35,4,7,8,8,1,24,1,2,1,1.416666668
17153,17153,18506,48,2,7,14,20,7,54,1,1,1,1
17167,17167,18520,166,6,32,38,40,3,119,3,1,1,1
17189,17189,18542,430,12,59,72,70,1,212,1,2,1,1.416666668
17206,17206,18559,192,18,6,6,6,0,18,1,1,1,1
17231,17231,18584,98,12,0,2,5,0,7,1,1,1,1
17241,17241,18594,99,5,7,11,10,3,31,2,1,1,1
17254,17254,18607,179,20,109,131,132,21,394,8.5,2,1,1.166666667
17255,17255,18608,152,11,82,105,105,21,315,7,1,1,1
17256,17256,18609,155,7,59,64,65,1,193,7,2,1,1.416666667
17257,17257,18610,116,4,36,58,59,9,164,7,1,1,1
17259,17259,18612,107,14,48,56,55,5,166,6,2,1,1.142857143
17262,17262,18615,74,8,63,78,78,11,234,8.5,1,1,1
17275,17275,18628,100,5,22,34,32,6,103,6,1,1,1
17279,17279,18632,81,6,0,1,1,0,3,1,1,1,1
17280,17280,18633,18,6,0,4,3,1,9,2,1,1,1
17314,17314,18668,102,7,22,30,30,7,90,3,1,1,1
17322,17322,18676,16,1,28,30,30,2,90,1,1,1,1
17323,17323,18677,85,4,52,60,58,6,176,2,2,1,1.416666668
17332,17332,18689,184,4,6,13,13,6,39,2,1,1,1
17334,17334,18692,260,12,76,92,87,8,266,3,2,1,1.25
17336,17336,18696,107,3,34,45,44,8,133,2,1,1,1
17346,17346,18709,29,3,37,40,38,1,116,1,1,1,1
17347,17347,18710,212,8,41,49,55,8,154,8.5,3,1,1.272727273
17358,17358,18721,68,3,5,8,8,0,24,1,2,1,1.416666668
17361,17361,18724,119,2,2,4,4,0,12,1,1,1,1
17363,17363,18726,66,2,0,1,1,0,3,1,1,1,1
17380,17380,18743,101,9,107,133,134.5,19,399.5,8.5,2,1,1.181818182
17381,17381,18744,174,18,70,94,94,23,282,8,2,1,1.111111111
17382,17382,18745,92,12,84,113,125,23.5,351,8,2,1,1.111111111
17385,17385,18748,83,11,51,59,81,8,199,8.5,3,1,1.333333333
17386,17386,18753,35,3,0,2,2,0,6,1,1,1,1
17387,17387,18754,45,3,0,3,2,0,7,1,1,1,1
17388,17388,18755,74,3,16,23,23,5,69,6,2,1,1.25
17389,17389,18756,75,3,8,14,14,4,42,5,1,1,1
17390,17390,18757,49,3,0,5,2,0,9,1,1,1,1
17397,17397,18771,152,8,33,42,42,9,126,8,1,1,1
17402,17402,18776,155,9,1,2,2,1,6,2,1,1,1
17404,17404,18778,114,1,23,24,31,5,85,2,1,1,1
17421,17421,18795,40,1,110.5,133,134.5,23.5,399.5,3,2,1,1.25
17431,17431,18805,301,6,13,24,20,7,64,1,1,1,1
17434,17434,18808,430,5,75,93,94,8,271,8.5,1,1,1
17442,17442,18816,36,4,28,47,49,19,143,5,1,1,1
17456,17456,18830,122,3,30,38,37,4,114,2,1,1,1
17470,17470,18844,107,7,29,41,40,11,121,1,1,1,1
17472,17472,18846,29,2,0,2,2,0,4,1,1,1,1
17481,17481,18855,43,3,47,69,63,15,195,7,1,1,1
17495,17495,18878,261,2,51,68,68,15,204,7,2,1,1.3
17499,17499,18882,254,10,32,29,76,23.5,179,3,2,1,1.25
17500,17500,18883,62,4,29,29,29,0,87,2,1,1,1
17502,17502,18885,44,3,2,4,4,0,12,1,1,1,1
17505,17505,18888,55,4,2,8,4,0,16,1,1,1,1
17508,17508,18891,75,2,3,4,4,0,12,1,1,1,1
17509,17509,18892,57,2,0,1,1,0,3,1,1,1,1
17510,17510,18893,75,4,5,13,13,6,40,2,1,1,1
17511,17511,18894,123,12,0,1,1,0,3,1,1,1,1
17514,17514,18897,42,2,16,20,20,3,60,1,1,1,1
17521,17521,18904,13,2,0,1,1,0,3,1,1,1,1
17523,17523,18906,186,2,30,38,37,2,112,2,1,1,1
17524,17524,18907,170,13,0,2,3,0,8,1,1,1,1
17531,17531,18914,57,3,10,10,10,0,30,1,1,1,1
17532,17532,18915,60,7,10,10,10,0,30,1,1,1,1
17534,17534,18917,96,11,7,7,7,0,21,1,1,1,1
17563,17563,18948,55,9,16,25,27,9,77,3,1,1,1
17789,17789,19177,303,7,110.5,133,134.5,23.5,399.5,8,2,1,1.111111111
17792,17792,19197,430,13,33,53,50,17,153,4,1,1,1
17794,17794,19201,112,5,1,1,1,0,3,1,1,1,1
17800,17800,19209,55,3,37,38,38,1,114,1,1,1,1
17801,17801,19210,136,4,6,8,8,2,24,1,2,1,1.416666668
17808,17808,19217,71,2,10,21,20,8,61,1,1,1,1
17816,17816,19226,430,14,9,32,38,21,102,4,1,1,1
17909,17909,19320,210,2,0,2,2,0,4,1,1,1,1
17977,17977,19396,109,18,0,9,8,0,25,2,1,1,1
17980,17980,19400,85,4,4,4,4,0,12,1,1,1,1
17984,17984,19404,23,1,39,65,60,21,185,2,2,1,1.333333333
17988,17988,19408,140,1,24,43,40,15,123,2,1,1,1
18026,18026,19446,394,14,62,72,93,10,237,6,1,1,1
18028,18028,19448,46,1,69,75,75,6,225,2,2,1,1.333333333
18031,18031,19453,117,7,39,58,45,1,148,2,1,1,1
18056,18056,19479,29,1,26,49,40,14,129,1,1,1,1
18062,18062,19485,31,2,0,3,3,0,9,1,1,1,1
18114,18114,19538,139,4,7,8,8,1,24,1,2,1,1.416666668
18118,18118,19542,31,1,19,44,40,21,124,1,1,1,1
18122,18122,19547,25,9,30,40,40,10,120,2,1,1,1
18123,18123,19548,44,9,31,40,40,9,120,2,1,1,1
18124,18124,19551,126,4,6,8,8,2,24,1,2,1,1.416666668
18126,18126,19553,53,2,29,44,44,10,133,3,2,1,1.25
18128,18128,19557,217,17,35,41,41,5,122,3,2,1,1.25
18130,18130,19559,215,4,7,9,8,1,25,1,2,1,1.416666668
18132,18132,19561,237,2,0,1,3,0,6,2,1,1,1
18134,18134,19571,296,4,69,83,84,14,251,8.5,1,1,1
18136,18136,19575,135,8,54,60,60,4,180,1,2,1,1.416666668
18137,18137,19576,134,7,26,43,48,1,125,6,2,1,1.25
18178,18178,19626,15,1,28,30,30,2,90,1,1,1,1
18179,18179,19627,24,1,27,31,30,3,91,1,1,1,1
18180,18180,19628,9,2,28,31,30,2,91,1,1,1,1
18181,18181,19629,34,3,25,39,38,13,115,1,1,1,1
18182,18182,19630,30,1,28,30,30,2,90,1,1,1,1
18183,18183,19631,55,3,34,40,38,4,116,1,1,1,1
18184,18184,19632,31,3,21,30,30,9,90,1,1,1,1
18185,18185,19633,49,2,37,38,38,1,114,1,1,1,1
18186,18186,19634,64,2,32,42,38,6,118,1,1,1,1
18187,18187,19635,31,2,34,38,38,4,114,1,1,1,1
18188,18188,19636,51,2,24,32,30,6,92,1,1,1,1
18189,18189,19637,41,4,28,30,30,2,90,1,1,1,1
18190,18190,19638,43,2,28,30,30,2,90,1,1,1,1
18194,18194,19642,24,1,25,30,30,5,90,1,1,1,1
18196,18196,19644,21,5,28,47,50,2,127,2,1,1,1
18198,18198,19646,36,2,37,42,38,1,118,1,1,1,1
18199,18199,19647,42,1,29,31,30,1,91,1,1,1,1
18202,18202,19650,13,1,29,30,30,1,90,1,1,1,1
18203,18203,19651,16,6,29,30,30,1,90,1,1,1,1
18204,18204,19652,21,3,24,38,38,14,114,1,1,1,1
18205,18205,19653,45,2,32,42,38,6,118,1,1,1,1
18207,18207,19655,27,3,28,30,30,2,90,1,1,1,1
18208,18208,19656,56,2,24,39,38,14,115,1,1,1,1
18209,18209,19657,25,1,27,30,30,3,90,1,1,1,1
18210,18210,19658,11,1,36,38,38,2,114,1,1,1,1
18211,18211,19659,20,1,28,30,30,2,90,1,1,1,1
18213,18213,19661,52,2,37,40,38,1,116,1,1,1,1
18214,18214,19662,31,2,37,38,38,1,114,1,1,1,1
18216,18216,19664,44,3,38,38,38,0,114,1,1,1,1
18217,18217,19665,28,3,29,30,30,1,90,1,1,1,1
18218,18218,19666,26,1,25,29,30,4,89,1,1,1,1
18219,18219,19667,37,3,24,38,38,14,114,1,1,1,1
18220,18220,19668,25,6,27,30,30,3,90,1,1,1,1
18221,18221,19669,27,7,28,30,30,2,90,1,1,1,1
18222,18222,19670,12,1,29,30,30,1,90,1,1,1,1
18224,18224,19672,31,3,31,38,38,7,114,1,1,1,1
18225,18225,19673,22,1,26,30,30,4,90,1,1,1,1
18226,18226,19674,26,2,26,30,30,4,90,1,1,1,1
18227,18227,19675,40,2,37,38,38,1,114,1,1,1,1
18228,18228,19676,44,2,27,39,38,11,115,1,1,1,1
18230,18230,19678,10,2,38,39,38,0,115,1,1,1,1
18231,18231,19679,44,2,37,38,38,1,114,1,1,1,1
18232,18232,19680,28,5,27,30,30,3,90,1,1,1,1
18233,18233,19681,21,2,36,38,38,2,114,1,1,1,1
18234,18234,19682,35,2,30,42,38,8,118,1,1,1,1
18235,18235,19683,50,3,37,38,38,1,114,1,1,1,1
18237,18237,19685,27,1,28,31,30,2,91,1,1,1,1
18238,18238,19686,49,7,0,30,30,0,60,1,1,1,1
18239,18239,19687,35,8,28,30,30,2,90,1,1,1,1
18240,18240,19688,14,2,36,38,38,2,114,1,1,1,1
18243,18243,19691,37,3,27,39,38,11,115,1,1,1,1
18244,18244,19692,27,1,27,30,30,3,90,1,1,1,1
18245,18245,19693,91,6,27,30,30,3,90,1,1,1,1
18246,18246,19694,31,3,27,38,38,11,114,1,1,1,1
18247,18247,19695,34,1,29,40,38,9,116,1,1,1,1
18248,18248,19696,26,3,25,38,38,13,114,1,1,1,1
18249,18249,19697,77,1,27,30,30,3,90,1,1,1,1
18250,18250,19698,32,1,32,42,38,6,118,1,1,1,1
18251,18251,19699,42,3,26,40,38,12,116,1,1,1,1
18253,18253,19701,35,1,26,30,30,4,90,1,1,1,1
18258,18258,19706,34,1,25,30,30,5,90,1,1,1,1
18259,18259,19707,21,2,36,38,38,2,114,1,1,1,1
18262,18262,19710,25,1,28,30,30,2,90,1,1,1,1
18264,18264,19712,20,2,27,38,38,11,114,1,1,1,1
18266,18266,19714,39,3,32,39,38,6,115,1,1,1,1
18267,18267,19715,67,2,31,41,38,7,117,1,1,1,1
18268,18268,19716,14,1,27,30,30,3,90,1,1,1,1
18270,18270,19718,44,2,29,38,38,9,114,1,1,1,1
18271,18271,19719,36,2,73,81,78,5,237,2,1,1,1
18272,18272,19720,48,6,29,38,38,9,114,1,1,1,1
18273,18273,19721,27,2,28,39,38,10,115,1,1,1,1
18275,18275,19723,16,1,27,30,30,3,90,1,1,1,1
18277,18277,19725,14,1,25,31,30,5,91,1,1,1,1
18279,18279,19727,25,1,28,30,30,2,90,1,1,1,1
18280,18280,19728,27,1,28,30,30,2,90,1,1,1,1
18281,18281,19729,25,2,37,40,38,1,116,1,1,1,1
18283,18283,19731,27,4,25,38,38,13,114,1,1,1,1
18284,18284,19732,30,3,28,30,30,2,90,1,1,1,1
18285,18285,19733,21,3,23,49,38,15,125,1,1,1,1
18286,18286,19734,32,3,37,41,38,1,117,1,1,1,1
18288,18288,19736,63,1,28,30,30,2,90,1,1,1,1
18290,18290,19738,32,1,28,31,30,2,91,1,1,1,1
18292,18292,19740,12,1,28,30,30,2,90,1,1,1,1
18293,18293,19741,35,2,25,38,38,13,114,1,1,1,1
18294,18294,19742,28,3,38,38,38,0,114,1,1,1,1
18295,18295,19743,22,1,27,30,30,3,90,1,1,1,1
18296,18296,19744,24,4,27,38,38,11,114,1,1,1,1
18297,18297,19745,43,4,32,38,38,6,114,1,1,1,1
18299,18299,19747,24,2,36,38,38,2,114,1,1,1,1
18300,18300,19748,43,4,28,30,30,2,90,1,1,1,1
18301,18301,19749,56,3,25,38,38,13,114,1,1,1,1
18303,18303,19751,31,1,45,50,50,5,150,2,1,1,1
18307,18307,19756,153,20.5,17,30,30,12,90,5,2,1,1.285714286
18311,18311,19760,243,3,57,81,80,23,241,2,1,1,1
18312,18312,19761,44,2,26,54,44,11,142,3,2,1,1.25
18313,18313,19762,23,2,19,36,33,9,103,3,1,1,1
18314,18314,19763,24,2,23,44,44,15,132,3,2,1,1.25
18315,18315,19764,29,2,28,45,44,11,134,3,2,1,1.25
18316,18316,19765,19,2,21,32,33,5,98,3,1,1,1
18317,18317,19766,27,2,16,35,32,11,99,2,2,1,1.333333333
18318,18318,19767,20,2,18,33,33,9,99,3,1,1,1
18319,18319,19768,31,2,25,36,33,6,102,3,1,1,1
18320,18320,19769,23,2,27,44,44,10,132,3,2,1,1.25
18321,18321,19770,17,2,26,46,44,11,134,3,2,1,1.25
18322,18322,19771,17,2,17,28,22,4,72,2,1,1,1
18323,18323,19772,18,2,23,34,33,6,100,3,1,1,1
18324,18324,19773,22,1,26,33,33,5,99,3,1,1,1
18325,18325,19774,54,2,35,44,44,6,132,3,2,1,1.25
18326,18326,19775,28,1,16,37,33,9,103,3,1,1,1
18327,18327,19776,35,2,12,24,22,8,68,2,1,1,1
18328,18328,19777,51,2,17,22,22,4,66,2,1,1,1
18329,18329,19778,25,2,31,47,44,9,135,3,2,1,1.25
18330,18330,19779,31,2,25,45,44,13,133,3,2,1,1.25
18331,18331,19780,16,2,18,22,22,2,66,2,1,1,1
18332,18332,19781,44,2,20,33,33,10,99,3,1,1,1
18333,18333,19782,37,2,31,48,44,8,137,3,2,1,1.25
18334,18334,19783,39,2,27,46,44,11,134,3,2,1,1.25
18335,18335,19784,23,2,19,35,33,11,101,3,1,1,1
18336,18336,19785,21,2,27,35,33,4,102,3,1,1,1
18337,18337,19786,37,2,26,48,44,12,136,3,2,1,1.25
18338,18338,19787,25,2,26,45,44,12,133,3,2,1,1.25
18339,18339,19788,33,2,26,46,44,13,134,3,2,1,1.25
18340,18340,19789,12,2,8,21,21,9,63,2,1,1,1
18341,18341,19790,34,2,28,49,44,10,137,3,2,1,1.25
18342,18342,19791,31,2,16,35,33,13,102,3,1,1,1
18343,18343,19792,27,2,17,33,33,11,99,3,1,1,1
18344,18344,19793,50,2,24,44,44,16,132,3,2,1,1.25
18345,18345,19794,72,1,21,33,33,7,99,3,1,1,1
18346,18346,19795,23,2,20,34,33,10,100,3,1,1,1
18347,18347,19796,22,2,17,24,23,5,71,2,1,1,1
18348,18348,19797,39,1,26,45,44,12,133,3,2,1,1.25
18349,18349,19798,25,2,24,33,33,7,99,3,1,1,1
18350,18350,19799,50,2,16,33,33,11,99,3,1,1,1
18351,18351,19800,19,2,21,35,33,9,101,3,1,1,1
18352,18352,19801,68,2,26,35,34,4,103,2,2,1,1.333333333
18353,18353,19802,23,1,29,46,44,9,134,3,2,1,1.25
18354,18354,19803,34,2,18,22,22,2,66,2,1,1,1
18355,18355,19804,15,2,18,35,33,9,101,3,1,1,1
18356,18356,19805,24,2,21,35,33,8,101,3,1,1,1
18357,18357,19806,30,2,16,33,33,13,99,3,1,1,1
18358,18358,19807,53,2,30,45,44,10,133,3,2,1,1.25
18359,18359,19808,45,2,13,34,33,15,100,3,1,1,1
18360,18360,19809,32,2,28,48,44,10,137,3,2,1,1.25
18361,18361,19810,56,2,22,47,44,19,135,3,2,1,1.25
18362,18362,19811,31,2,23,33,33,6,99,3,1,1,1
18363,18363,19812,21,2,16,22,21,3,64,2,1,1,1
18459,18459,19908,45,9,29,40,40,10,120,2,1,1,1
18460,18460,19909,24,6,34,40,57,20,154,3,1,1,1
18461,18461,19910,32,6,27,30,30,3,90,1,1,1,1
18462,18462,19911,50,9,36,40,40,3,120,2,1,1,1
18463,18463,19912,34,10,61,40,74,11,188,3,2,1,1.25
18464,18464,19913,31,9,27,40,40,11,120,2,1,1,1
18465,18465,19914,37,9,28,40,40,11,120,2,1,1,1
18466,18466,19915,9,7,24,40,40,14,120,2,1,1,1
18467,18467,19916,35,9,30,40,40,9,120,2,1,1,1
18468,18468,19917,25,9,33,39,40,5,119,2,1,1,1
18469,18469,19918,24,6,31,41,40,7,121,2,1,1,1
18470,18470,19919,29,6,34,40,40,5,120,2,1,1,1
18471,18471,19920,33,11,37,39,57,18,153,3,1,1,1
18472,18472,19921,39,9,21,41,40,18,121,2,1,1,1
18473,18473,19922,43,6,29,41,40,8,121,2,1,1,1
18474,18474,19923,57,6,28,30,30,2,90,1,1,1,1
18475,18475,19924,24,9,27,30,40,3,100,2,1,1,1
18476,18476,19925,32,9,26,40,40,13,120,2,1,1,1
18477,18477,19926,25,9,29,40,40,9,120,2,1,1,1
18478,18478,19927,92,10,56,41,74,16,189,3,2,1,1.25
18479,18479,19928,51,6,35,41,40,4,121,2,1,1,1
18480,18480,19929,35,7,42,40,57,12,154,3,1,1,1
18481,18481,19930,21,9,34,40,40,5,120,2,1,1,1
18482,18482,19931,32,8,32,41,40,8,122,2,1,1,1
18483,18483,19932,27,6,54,41,74,18,189,3,2,1,1.25
18484,18484,19933,14,9,29,43,40,9,123,2,1,1,1
18485,18485,19934,33,7,28,30,30,2,90,1,1,1,1
18486,18486,19935,44,10,50,40,79,23,193,3,2,1,1.25
18487,18487,19936,42,9,29,31,57,15,145,3,1,1,1
18488,18488,19937,32,10,32,39,57,19,153,3,1,1,1
18489,18489,19938,28,9,35,40,40,5,120,2,1,1,1
18490,18490,19939,44,6,44,40,57,10,154,3,1,1,1
18491,18491,19940,16,9,23,30,30,7,90,1,1,1,1
18492,18492,19941,52,9,30,40,40,9,120,2,1,1,1
18493,18493,19942,95,9,32,40,40,7,120,2,1,1,1
18494,18494,19943,13,8,35,41,40,4,121,2,1,1,1
18495,18495,19944,11,9,34,40,40,5,120,2,1,1,1
18496,18496,19945,37,9,35,40,40,5,120,2,1,1,1
18497,18497,19946,46,9,35,40,40,4,120,2,1,1,1
18498,18498,19947,16,10,27,30,30,3,90,1,1,1,1
18499,18499,19948,27,9,29,41,40,10,121,2,1,1,1
18500,18500,19949,45,9,28,30,30,2,90,1,1,1,1
18501,18501,19950,30,6,31,40,40,8,120,2,1,1,1
18502,18502,19951,26,9,18,30,30,12,90,1,1,1,1
18503,18503,19952,67,9,33,43,40,6,124,2,1,1,1
18691,18691,20160,81,4,7,9,9,2,27,2,1,1,1
18692,18692,20162,75,4,11,13,12,1,37,2,2,1,1.333333333
18694,18694,20165,69,3,12,22,21,9,64,7,1,1,1
18726,18726,20200,123,3,25,26,25,0,76,1,1,1,1
18727,18727,20201,141,4,48,78,72,12,217,3,2,1,1.25
18728,18728,20202,162,4,21,40,40,14,120,4,1,1,1
18846,18846,20321,48,1,0,5,5,0,15,1,1,1,1
18892,18892,20367,45,2,21,25,25,3,75,1,1,1,1
18893,18893,20368,84,20,52,61,60,8,181,1,1,1,1
18895,18895,20370,69,2,41,60,62,17,183,2,2,1,1.333333333
18896,18896,20371,159,3,79,113,111,23.5,335,3,2,1,1.25
18899,18899,20374,101,1,0,5,9,0,18,2,2,1,1.416666668
18902,18902,20377,189,3,52,69,65,12,199,2,1,1,1
18919,18919,20405,87,2,0,2,2,0,6,2,1,1,1
18925,18925,20411,38,3,1,3,2,1,7,1,2,1,1.416666668
18929,18929,20415,92,10,14,24,23,9,70,2,1,1,1
18945,18945,20431,114,14,0,5,3,0,11,1,1,1,1
18948,18948,20437,142,4,19,22,22,1,66,5,2,1,1.166666667
18972,18972,20475,69,2,5,8,8,3,24,1,2,1,1.416666668
19013,19013,20531,55,4,4,4,6,0,14,3,1,1,1
19030,19030,20551,31,1,3,3,7,0,13,2,1,1,1
19035,19035,20556,417,4,16,16,16,0,48,3,1,1,1
19041,19041,20563,16,4,6,9,8,2,25,1,2,1,1.416666668
19045,19045,20569,54,4,13,23,23,0,59,2,2,1,1.333333333
19049,19049,20577,52,4,31,34,33,2,100,2,2,1,1.333333333
19051,19051,20581,69,2,34,47,45,2,137,2,1,1,1
19063,19063,20606,10,2,5,5,12,0,22,1,1,1,1
19065,19065,20614,82,4,29,34,33,4,100,2,2,1,1.333333333
19078,19078,20635,161,4,29,30,29,0,88,2,1,1,1
19087,19087,20644,73,4,28,34,33,5,100,2,2,1,1.333333333
19089,19089,20646,68,4,4,4,6,0,14,3,1,1,1
19219,19219,20819,20,4,20,21,21,1,63,3,2,1,1.25
19223,19223,20824,67,4,44,54,54,10,162,2,2,1,1.333333333
19224,19224,20825,42,4,17,17,17,0,51,3,1,1,1
19227,19227,20830,126,4,27,37,44,9,117,6,3,1,1.416666668
19229,19229,20833,81,4,4,4,4,0,12,1,1,1,1
19238,19238,20846,78,7,10,14,12,0,38,1,1,1,1
19263,19263,20885,84,4,16,16,16,0,48,3,1,1,1
19267,19267,20890,88,3,8,9,9,1,27,2,1,1,1
19273,19273,20899,27,4,57,59,58,1,175,2,2,1,1.416666668
19282,19282,20916,97,9,6,6,6,0,18,1,1,1,1
19287,19287,20925,168,10,19,31,30,11,91,1,1,1,1
19291,19291,20935,106,4,19,20,22,1,62,5,2,1,1.166666667
19294,19294,20943,81,4,65,76,74,9,224,5,2,1,1.285714286
19297,19297,20947,64,4,14,16,17,0,48,3,1,1,1
19298,19298,20948,99,4,57,67,64,7,195,3,2,1,1.4
19299,19299,20950,91,4,29,29,29,0,87,2,1,1,1
19300,19300,20951,172,3,25,29,29,4,87,2,1,1,1
19302,19302,20953,165,4,7,8,8,1,24,1,2,1,1.416666668
19303,19303,20955,135,4,4,4,4,0,12,1,1,1,1
19305,19305,20957,123,4,8,8,9,0,25,3,1,1,1
19313,19313,20980,156,4,52,59,58,6,175,2,2,1,1.416666668
19323,19323,20992,16,2,4,4,4,0,12,1,1,1,1
19333,19333,21003,161,4,10,12,13,2,37,3,2,1,1.25
19337,19337,21013,14,4,26,28,27,1,82,3,2,1,1.25
19345,19345,21023,10,1,2,22,37,5,89,2,1,1,1
19347,19347,21025,79,2,26,40,40,14,120,1,1,1,1
19355,19355,21036,60,3,4,4,4,0,12,1,1,1,1
19378,19378,21064,47,3,6,8,8,2,24,1,2,1,1.416666668
19399,19399,21112,22,4,31,43,33,2,109,2,2,1,1.333333333
19400,19400,21114,215,4,7,8,10,1,26,3,2,1,1.25
19402,19402,21120,126,4,85,97,95,10,287,4,3,1,1.416666668
19461,19461,21179,61,4,22,29,29,7,87,2,1,1,1
19462,19462,21180,128,4,53,58,58,5,174,2,2,1,1.416666668
19463,19463,21181,205,4,51,58,58,7,174,2,2,1,1.416666668
19464,19464,21182,146,4,62,70,70,8,210,4,2,1,1.333333333
19465,19465,21183,137,4,50,54,54,4,162,2,2,1,1.333333333
19477,19477,21199,84,4,60,71,70,10,211,4,2,1,1.333333333
19482,19482,21257,26,4,47,54,54,7,162,2,2,1,1.333333333
19483,19483,21259,106,4,46,54,54,8,162,2,2,1,1.333333333
19484,19484,21260,103,2,11,12,12,1,36,2,2,1,1.333333333
19485,19485,21261,351,4,31,33,33,2,99,2,2,1,1.333333333
19487,19487,21263,34,4,16,21,21,5,63,4,2,1,1.2
19488,19488,21264,38,3,10,13,13,3,39,2,2,1,1.333333333
19498,19498,21275,9,4,29,38,29,0,96,2,1,1,1
19499,19499,21276,235,1,23,45,33,10,111,2,2,1,1.333333333
19500,19500,21277,19,3,21,29,29,8,87,2,1,1,1
19501,19501,21278,44,4,26,29,29,3,87,2,1,1,1
19502,19502,21279,161,4,50,54,54,4,162,2,2,1,1.333333333
19503,19503,21280,58,4,29,31,29,0,89,2,1,1,1
19504,19504,21281,40,4,54,58,58,4,174,2,2,1,1.416666668
19505,19505,21282,43,4,22,24,24,1,72,3,2,1,1.4
19506,19506,21283,62,4,51,58,58,7,174,2,2,1,1.416666668
19507,19507,21284,145,4,24,26,50,1,101,1,2,1,1.416666668
19508,19508,21285,112,4,49,54,54,5,162,2,2,1,1.333333333
19509,19509,21286,55,4,51,54,54,3,162,2,2,1,1.333333333
19510,19510,21287,161,4,55,58,58,3,174,2,2,1,1.416666668
19511,19511,21288,115,3,40,46,45,5,136,4,2,1,1.2
19512,19512,21289,189,4,65,70,70,5,210,3,2,1,1.416666668
19513,19513,21290,31,3,35,58,58,23,174,2,2,1,1.416666668
19515,19515,21292,36,4,53,59,58,5,175,2,2,1,1.416666668
19516,19516,21293,35,4,6,8,8,2,24,1,2,1,1.416666668
19517,19517,21294,114,4,40,47,45,5,137,3,2,1,1.4
19518,19518,21295,39,4,31,40,38,7,116,3,2,1,1.25
19519,19519,21296,94,3,23,28,38,4,104,3,2,1,1.25
19520,19520,21297,76,3,47,54,54,7,162,2,2,1,1.333333333
19521,19521,21298,82,3,29,29,29,0,87,2,1,1,1
19522,19522,21299,82,4,33,39,39,6,117,3,2,1,1.25
19523,19523,21300,33,4,30,33,33,3,99,2,2,1,1.333333333
19524,19524,21301,84,3,29,34,33,4,100,2,2,1,1.333333333
19525,19525,21302,179,4,48,56,54,6,164,2,2,1,1.333333333
19526,19526,21303,80,4,51,54,54,3,162,2,2,1,1.333333333
